platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
NES,Aa Yakyū Jinsei Icchokusen,Sammy Corporation,Sammy Corporation,"Dec 25, 1992","Action, Sports, Strategy",,,Anime / Manga,"Board game, Platform",,,0,,,0,
NES,Abadox: The Deadly Inner War,Milton Bradley Co.,"Dynamic Planning, Inc., ITL Co., Ltd., Natsume Co., Ltd.",1990,Action,"Side view, Top-down",2D scrolling,,Shooter,,"[3.0, 3.67]",2,3.335,"[80.0, 78.0, 70.0, 65.0, 60.0, 60.0, 58.0, 50.0, 43.0, 25.0]",10,58.9
NES,Action 52,Active Enterprises Ltd.,Active Enterprises Ltd.,1991,"Action, Compilation","Side view, Top-down","2D scrolling, Fixed / flip-screen",,"Arcade, Beat 'em up / brawler, Platform, Shooter",,"[0.5, 0.0, 0.0, 1.0, 0.0]",5,0.3,"[20.0, 10.0, 10.0, 10.0, 9.0, 0.0, 0.0]",7,8.428571428571429
NES,The Addams Family: Pugsley's Scavenger Hunt,Ocean Software Ltd.,Enigma Variations Ltd.,"Aug, 1993",Action,Side view,2D scrolling,,Platform,,,0,,"[100.0, 70.0, 60.0, 50.0, 28.0, 0.0]",6,51.333333333333336
NES,The Addams Family,"Ocean of America, Inc.",Ocean Software Ltd.,"Jan, 1992",Action,Side view,2D scrolling,,Platform,,[3.2],1,3.2,"[84.0, 82.0, 70.0, 63.0, 60.0, 60.0, 50.0, 45.0, 40.0, 40.0]",10,59.4
NES,Adian no Tsue,Sun Electronics Corp.,"ASK Kodansha Co., Ltd.","Dec 12, 1986","Action, Educational",Top-down,Fixed / flip-screen,,,,,0,,[40.0],1,40.0
NES,Adventure Island,"Hudson Soft USA, Inc.","Hudson Soft Company, Ltd.","Sep, 1988",Action,Side view,2D scrolling,,"Arcade, Platform",,[3.0],1,3.0,"[83.0, 65.0, 64.0, 63.0, 60.0, 58.0, 55.0, 52.0, 50.0, 42.0]",10,59.2
NES,Adventure Island 3,"Hudson Soft USA, Inc.","Hudson Soft Company, Ltd.","Sep, 1992",Action,Side view,,,"Arcade, Platform",,,0,,"[90.0, 83.0, 80.0, 73.0, 70.0, 70.0, 67.0, 60.0]",8,74.125
NES,Adventure Island II,"Hudson Soft USA, Inc.","Now Production Co., Ltd.","Feb, 1991",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[86.0, 81.0, 81.0, 70.0, 70.0, 70.0, 70.0, 67.0, 65.0, 60.0]",10,72.0
NES,The Adventures of Bayou Billy,"Konami, Inc.",Konami Industry Co. Ltd.,"Jun, 1989","Action, Racing / Driving","Behind view, Side view",2D scrolling,,Beat 'em up / brawler,,[4.75],1,4.75,"[80.0, 80.0, 60.0, 50.0, 50.0, 42.0, 40.0, 40.0, 25.0, 20.0]",10,48.7
NES,The Adventures of Captain Comic,"Color Dreams, Inc.",,1989,Action,Side view,2D scrolling,,"Metroidvania, Platform",,,0,,"[75.0, 70.0, 52.0, 50.0, 40.0]",5,57.4
NES,Adventures of Dino-Riki,"Hudson Soft USA, Inc.","Hudson Soft Company, Ltd.","Sep, 1989",Action,Top-down,2D scrolling,,Shooter,,[2.5],1,2.5,"[100.0, 80.0, 77.0, 68.0, 60.0, 60.0, 50.0, 50.0, 20.0]",9,62.77777777777778
NES,The Adventures of Gilligan's Island,"Bandai America, Inc.","Human Entertainment, Inc.","Jul, 1990",Action,Side view,2D scrolling,,Arcade,,,0,,"[60.0, 25.0]",2,42.5
NES,Adventures of Lolo,HAL America Inc.,"HAL Laboratory, Inc.","Apr, 1989","Action, Puzzle",Diagonal-down,Fixed / flip-screen,,,,"[3.8, 3.4]",2,3.5999999999999996,"[100.0, 90.0, 80.0, 80.0, 77.0, 75.0, 75.0, 75.0, 70.0, 68.0]",10,79.0
NES,Adventures of Lolo 2,HAL America Inc.,"HAL Laboratory, Inc.","Mar, 1990","Action, Puzzle",Diagonal-down,Fixed / flip-screen,,,,"[4.2, 3.8]",2,4.0,"[100.0, 80.0, 80.0, 80.0, 80.0, 80.0, 70.0, 68.0, 38.0]",9,75.11111111111111
NES,Adventures of Lolo 3,HAL America Inc.,"HAL Laboratory, Inc.","Sep, 1991","Action, Puzzle",Diagonal-down,Fixed / flip-screen,,,,[3.4],1,3.4,"[100.0, 100.0, 90.0, 90.0, 82.0, 77.0, 75.0, 68.0]",8,85.25
NES,The Adventures of Rad Gravity,"Activision, Inc.","Interplay Productions, Inc.","Dec, 1990",Action,,,,Platform,,,0,,"[83.0, 82.0, 82.0, 70.0, 63.0, 60.0, 58.0, 57.0, 54.0, 42.0]",10,65.1
NES,The Adventures of Rocky and Bullwinkle and Friends,THQ Inc.,Radical Entertainment Inc.,"Dec, 1992",Action,Side view,2D scrolling,,Platform,,[0.8],1,0.8,"[60.0, 32.0, 20.0, 20.0, 10.0, 0.0]",6,23.666666666666668
NES,Adventures of Tom Sawyer,"SETA U.S.A., Inc.","Winky Soft Co., Ltd.","Aug, 1989",Action,"Side view, Top-down",,,"Arcade, Platform",,[1.0],1,1.0,"[60.0, 55.0, 25.0, 10.0]",4,37.5
NES,Aeroboto,Jaleco Ltd.,Jaleco Ltd.,"Apr 04, 1985",Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,[20.0],1,20.0
NES,After Burner II,Tengen Inc.,SEGA Enterprises Ltd.,"Dec, 1989",Action,Behind view,,,"Arcade, Shooter",,,0,,"[80.0, 76.0, 70.0, 60.0, 55.0, 40.0, 34.0, 0.0]",8,51.875
NES,After Burner II,Sun Electronics Corp.,SEGA Enterprises Ltd.,"Mar 30, 1989",Action,Behind view,,,"Arcade, Shooter",,,0,,[58.0],1,58.0
NES,Aigina's Prophecy,Vic Tokai Corporation,Vic Tokai Corporation,"Nov 21, 1986",Action,"Side view, Top-down",,,Platform,,,0,,,0,
NES,Air Fortress,HAL America Inc.,"HAL Laboratory, Inc.","Oct, 1989",Action,Side view,,,"Arcade, Platform, Shooter",,"[4.25, 4.75]",2,4.5,"[80.0, 70.0, 70.0, 69.0, 60.0, 60.0, 57.0, 50.0, 50.0, 50.0]",10,61.6
NES,Airwolf,"Acclaim Entertainment, Inc.","Beam Software Pty., Ltd.","Jun, 1989","Action, Simulation","1st-person, Side view",,,Arcade,,,0,,"[85.0, 60.0, 40.0, 30.0, 29.0, 21.0, 20.0, 20.0, 0.0]",9,33.888888888888886
NES,Airwolf,"Kyugo Trading Co., Ltd","Sanritsu Denki Co., Ltd.","Dec 24, 1988",Action,"1st-person, Side view",,,"Arcade, Shooter",,,0,,[40.0],1,40.0
NES,Ai Sensei no Oshiete: Watashi no Hoshi,Irem Corp.,Irem Corp.,"Mar 26, 1993",Simulation,1st-person,,Anime / Manga,,,,0,,,0,
NES,Ai Senshi Nicol,Konami Industry Co. Ltd.,Konami Industry Co. Ltd.,"Apr 24, 1987",Action,Diagonal-down,Fixed / flip-screen,,Shooter,,,0,,[100.0],1,100.0
NES,Akagawa Jirō no Yūrei Ressha,King Record Co. Ltd.,Mighty Craft Co.,"Feb 08, 1991",Adventure,"1st-person, 3rd-person (Other)",,Anime / Manga,Japanese-style adventure,,,0,,,0,
NES,Akira,Taito Corporation,Taito Corporation,"Dec 24, 1988",Adventure,1st-person,,Anime / Manga,"Interactive fiction / text adventure, Japanese-style adventure",,,0,,,0,
NES,Akumajō Special: Boku Dracula-kun,Konami Corporation,Team Murata Keikaku,"Oct 19, 1990",Action,Side view,2D scrolling,,Platform,,[3.0],1,3.0,"[86.0, 83.0, 80.0, 80.0, 80.0, 80.0, 70.0]",7,79.85714285714286
NES,Akuma-kun: Makai no Wana,"Bandai Co., Ltd.","Tose Co., Ltd.","Feb 24, 1990",Role-playing (RPG),"Side view, Top-down",,Anime / Manga,,,[4.33],1,4.33,,0,
NES,Alfonzo's Arctic Adventure,Spoony Bard Productions,Spoony Bard Productions,"Apr 01, 2019",Action,Side view,2D scrolling,,Platform,,,0,,,0,
NES,Alfred Chicken,"Mindscape, Inc.",Twilight,"Feb, 1994",Action,Side view,,,Platform,,,0,,"[85.0, 80.0, 80.0, 76.0, 64.0, 57.0, 50.0, 42.0, 40.0, 18.0]",10,59.2
NES,Alien³,"LJN, Ltd.",Probe Software Ltd.,"Mar, 1993",Action,Side view,2D scrolling,,Platform,,,0,,"[85.0, 78.0, 70.0, 61.0, 60.0, 55.0, 37.0, 20.0, 16.0]",9,53.55555555555556
NES,Alien Syndrome,Tengen Inc.,SEGA Enterprises Ltd.,"Dec, 1989",Action,Top-down,2D scrolling,,"Arcade, Shooter",,[3.25],1,3.25,"[70.0, 67.0, 60.0, 60.0, 60.0, 42.0, 42.0]",7,57.285714285714285
NES,All Night Nippon Super Mario Bros.,"Fuji Television Network, Inc.","Nintendo Co., Ltd.","Dec, 1986",Action,Side view,2D scrolling,,Platform,,,0,,,0,
NES,All-Pro Basketball,"Vic Tokai, Inc.",Aicom Corporation,"Dec, 1989",Sports,Diagonal-down,2D scrolling,,,,,0,,"[73.0, 30.0, 25.0]",3,42.666666666666664
NES,Alpha Mission,SNK Corporation of America,SNK Corporation,"Oct, 1987",Action,Top-down,,,Shooter,,,0,,"[85.0, 48.0, 41.0, 40.0, 35.0, 25.0]",6,45.666666666666664
NES,Altered Beast,Asmik Corporation,Team Shinobi,"Jul 20, 1990",Action,Side view,2D scrolling,,"Beat 'em up / brawler, Platform",,,0,,"[80.0, 60.0, 52.0]",3,64.0
NES,Alter Ego,,,"Jul 24, 2011",Action,Side view,,,"Platform, Puzzle elements",,,0,,[80.0],1,80.0
NES,Al Unser Jr. Turbo Racing,"Data East USA, Inc.",Data East Corporation,"Mar, 1990","Action, Racing / Driving",Behind view,,,,,,0,,"[88.0, 80.0, 76.0, 74.0, 73.0, 58.0, 50.0, 50.0, 25.0, 20.0]",10,59.4
NES,Amagon,American Sammy Corporation,Aicom Corporation,"Apr, 1989",Action,Side view,2D scrolling,,"Arcade, Platform, Shooter",,,0,,"[78.0, 50.0, 40.0, 33.0, 30.0, 10.0]",6,40.166666666666664
NES,America Daitōryō Senkyo,Hect Co. Ltd.,Hect Co. Ltd.,"Oct 28, 1988","Simulation, Strategy",1st-person,,,,,,0,,,0,
NES,American Dream,C Dream,"Coconuts Japan Entertainment Co., Ltd.","Sep 23, 1989",Gambling,Top-down,,,,,,0,,,0,
NES,American Gladiators,"GameTek, Inc.","Incredible Technologies, Inc.",1991,"Action, Simulation","Side view, Top-down",,,"Fighting, Game show / trivia / quiz, Platform",,,0,,"[75.0, 71.0, 40.0, 40.0, 30.0, 10.0]",6,44.333333333333336
NES,America! Ōdan Ultra Quiz: Shijō Saidai no Tatakai,"Tomy Company, Ltd.","Pixel, WiZ","Nov 29, 1991","Action, Simulation","1st-person, Top-down",,,Game show / trivia / quiz,,,0,,,0,
NES,A Nightmare on Elm Street,"LJN, Ltd.",Rare Limited,"Oct, 1990",Action,Side view,2D scrolling,,,,"[4.0, 4.25]",2,4.125,"[80.0, 75.0, 70.0, 60.0, 58.0, 50.0, 48.0, 40.0, 25.0, 20.0]",10,52.6
NES,Ankoku Shinwa: Yamato Takeru Densetsu,"Tokyo Shoseki Co., Ltd.","Another Ltd., ZAP Corporation","Mar 24, 1989",Adventure,1st-person,Fixed / flip-screen,,Japanese-style adventure,,,0,,,0,
NES,Antarctic Adventure,Konami Industry Co. Ltd.,Konami Industry Co. Ltd.,"Apr 22, 1985",Action,Behind view,,,Arcade,,,0,,[50.0],1,50.0
NES,Anticipation,Nintendo of America Inc.,Rare Limited,"Nov, 1988",Strategy,,,,"Board game, Party game",,"[0.25, 3.25]",2,1.75,"[85.0, 77.0, 70.0, 65.0, 45.0, 30.0, 16.0]",7,55.42857142857143
NES,AO,"Second Dimension R&T, LLC","Second Dimension R&T, LLC","Aug 15, 2016",Puzzle,Top-down,Fixed / flip-screen,,,,,0,,,0,
NES,Apple Town Monogatari: Little Computer People,Disk Original Group,"Square Co., Ltd.","Apr 03, 1987",Simulation,Side view,,,,,,0,,,0,
NES,Arabian,Sun Electronics Corp.,Sun Electronics Corp.,"Jul 25, 1985",Action,Side view,Fixed / flip-screen,,Platform,,,0,,[20.0],1,20.0
NES,Archon: The Light and the Dark,"Activision, Inc.",Free Fall Associates,"Dec, 1989","Action, Strategy",Top-down,,,,,,0,,"[100.0, 93.0, 83.0, 60.0, 60.0, 58.0]",6,75.66666666666667
NES,Arch Rivals,"Acclaim Entertainment, Inc.",Midway Manufacturing Company,"Nov, 1990",Sports,Side view,2D scrolling,,,,,0,,"[80.0, 80.0, 70.0, 67.0, 65.0, 60.0, 56.0, 56.0, 42.0, 12.0]",10,58.8
NES,Arctic,"Pony Canyon, Inc.",Artdink Corporation,"Feb 23, 1990","Action, Puzzle",Top-down,Fixed / flip-screen,,,,,0,,,0,
NES,A Ressha de Ikō,"Pony Canyon, Inc.",Artdink Corporation,"Aug 21, 1991",Simulation,Top-down,,,Managerial / business simulation,,,0,,,0,
NES,Argus,Jaleco Ltd.,Nihon Micom Kaihatsu,"Apr 17, 1986",Action,"Side view, Top-down",2D scrolling,,"Arcade, Shooter",,,0,,[40.0],1,40.0
NES,Arkanoid,Taito America Corporation,Taito Corporation,"Aug, 1987",Action,Top-down,Fixed / flip-screen,,"Arcade, Paddle / Pong",,[4.75],1,4.75,"[90.0, 83.0, 80.0, 70.0, 60.0, 58.0, 54.0, 50.0]",8,68.125
NES,Arkanoid: Revenge of DOH,Taito Corporation,Taito Corporation,"Mar 08, 1988",Action,Side view,Fixed / flip-screen,,"Arcade, Paddle / Pong",,,0,,[40.0],1,40.0
NES,Arkista's Ring,American Sammy Corporation,NMK Co. Ltd.,1990,Action,Top-down,,Anime / Manga,Puzzle elements,,,0,,"[71.0, 67.0, 67.0, 60.0, 60.0, 60.0, 40.0]",7,60.714285714285715
NES,Armadillo,Information Global Service,AIM,"Aug 09, 1991",Action,Side view,,,Platform,,,0,,,0,
NES,Artelius,"Nihon Bussan Co., Ltd.","Nihon Bussan Co., Ltd.","Nov 13, 1987","Action, Role-playing (RPG)","1st-person, Top-down",,Anime / Manga,Shooter,,,0,,,0,
NES,Arumana no Kiseki,Konami Industry Co. Ltd.,Konami Industry Co. Ltd.,"Aug 11, 1987",Action,Side view,2D scrolling,,,,,0,,"[77.0, 70.0]",2,73.5
NES,Asmik-kun Land,Asmik Corporation,"Graphic Research Co., Ltd.","Dec 20, 1991",Action,,,,Platform,,,0,,,0,
NES,Aspic,"Bothtec, Inc.","Bothtec, Inc.","Mar 31, 1988",Action,"1st-person, Top-down",2D scrolling,,Action RPG,,,0,,,0,
NES,Astérix,Infogrames Europe SA,New Frontier,1993,Action,Side view,2D scrolling,,Platform,,[3.25],1,3.25,"[92.0, 75.0, 74.0, 70.0, 70.0, 65.0, 60.0]",7,72.28571428571429
NES,Astro Fang: Super Machine,"A Wave, Inc.","A Wave, Inc.","Oct 26, 1990",Racing / Driving,Behind view,,,,,,0,,[60.0],1,60.0
NES,Astyanax,"Jaleco USA, Inc.",Jaleco Ltd.,"Mar, 1990",Action,Side view,,Anime / Manga,Platform,,[3.0],1,3.0,"[100.0, 80.0, 80.0, 70.0, 70.0, 65.0, 50.0, 48.0, 40.0]",9,67.0
NES,Athena,SNK Corporation of America,SNK Corporation,"Jun, 1987",Action,Side view,2D scrolling,,Platform,,[1.25],1,1.25,"[40.0, 30.0, 30.0, 16.0]",4,29.0
NES,Athletic World,"Bandai America, Inc.","TRY Co., Ltd.","Jun, 1987",Sports,Side view,,,,,,0,,"[90.0, 75.0, 75.0, 71.0, 70.0, 40.0]",6,70.16666666666667
NES,Atlantis no Nazo,Sun Electronics Corp.,Sun Electronics Corp.,"Apr 17, 1986",Action,Side view,2D scrolling,,Platform,,,0,,,0,
NES,Attack Animal Gakuen,"Pony Canyon, Inc.","Newtopia Planning, Scitron & Art Inc.","Dec 26, 1987",Action,Behind view,,,Shooter,,,0,,[80.0],1,80.0
NES,Attack of the Killer Tomatoes,THQ Inc.,Imagineering Inc.,1991,Action,Side view,,,Platform,,,0,,"[80.0, 60.0, 50.0, 40.0, 40.0, 16.0, 10.0]",7,42.285714285714285
NES,Aussie Rules Footy,Laser Beam Entertainment Pty. Ltd.,"Beam Software Pty., Ltd.",1991,Sports,,Isometric,,,,,0,,"[60.0, 30.0]",2,45.0
NES,Auto-Upturn ,Sachen,Sachen,1991,"Action, Puzzle",Diagonal-down,Fixed / flip-screen,,Cards / tiles,,,0,,,0,
NES,Babel no Tō,Namco Limited,Namco Limited,"Jul 18, 1986",Action,Side view,2D scrolling,,"Platform, Puzzle elements",,,0,,[80.0],1,80.0
NES,Baby Boomer,"Color Dreams, Inc.","Color Dreams, Inc.",1989,Action,Side view,2D scrolling,,Shooter,,,0,,"[90.0, 52.0, 50.0, 30.0]",4,55.5
NES,Backgammon,"Nintendo Co., Ltd.","Intelligent Systems Co., Ltd.","Sep 07, 1990",Strategy,"1st-person, Top-down",Fixed / flip-screen,,"Board game, Turn-based strategy",,,0,,,0,
NES,Back to the Future,"LJN Toys, Ltd.","Beam Software Pty., Ltd.","Sep, 1989",Action,Top-down,,,,,"[0.33, 2.17]",2,1.25,"[80.0, 50.0, 40.0, 30.0, 20.0, 20.0, 20.0, 15.0, 10.0, 0.0]",10,28.5
NES,Back to the Future Part II & III,"LJN, Ltd.","Beam Software Pty., Ltd.",1990,Action,Side view,,,"Platform, Puzzle elements",,[2.2],1,2.2,"[100.0, 60.0, 50.0, 20.0, 20.0, 16.0]",6,44.333333333333336
NES,Bad Dudes,"Data East USA, Inc.",Data East Corporation,"Jul, 1990",Action,Side view,2D scrolling,,Beat 'em up / brawler,,[3.75],1,3.75,"[83.0, 80.0, 76.0, 70.0, 65.0, 60.0, 50.0, 50.0, 50.0, 40.0]",10,62.4
NES,Bad News Baseball,"Tecmo, Inc.","Tecmo, Ltd.","Jun, 1990",Sports,,,,,,,0,,"[91.0, 91.0, 80.0, 80.0, 75.0, 67.0]",6,80.66666666666667
NES,Bad Street Brawler,Mattel Electronics,"Beam Software Pty., Ltd.","Sep, 1989",Action,Side view,2D scrolling,,Beat 'em up / brawler,,[1.25],1,1.25,"[56.0, 50.0, 42.0, 40.0, 30.0, 20.0, 20.0]",7,36.857142857142854
NES,Bakushō!! Ai no Gekijō,"Coconuts Japan Entertainment Co., Ltd.","Coconuts Japan Entertainment Co., Ltd.","Dec 29, 1990",Simulation,,,,Board game,,,0,,,0,
NES,Bakushō!! Jinsei Gekijō,Taito Corporation,Taito Corporation,"Mar 17, 1989",Simulation,,,,Board game,,,0,,,0,
NES,Bakushō!! Jinsei Gekijō 2,Taito Corporation,Taito Corporation,"Mar 22, 1991",Simulation,,,,Board game,,,0,,,0,
NES,Bakushō!! Jinsei Gekijō 3,Taito Corporation,Taito Corporation,"Dec 20, 1991",Simulation,Top-down,,,Board game,,,0,,,0,
NES,Bakushō! Star Monomane Shitennō,"Pack-In-Video Co., Ltd","Pack-In-Video Co., Ltd","Sep 14, 1990","Simulation, Strategy",Top-down,,,"Board game, Platform",,,0,,,0,
NES,Bakutōshi Patton-Kun,Soft Pro International,Soft Pro International,1988,Action,Top-down,Fixed / flip-screen,,Arcade,,,0,,,0,
NES,Ballblazer,"Pony Canyon, Inc.",Lucasfilm Games LLC,"Mar 04, 1988","Action, Sports",1st-person,,,,,,0,,[30.0],1,30.0
NES,Balloon Fight,Nintendo of America Inc.,"Nintendo Co., Ltd.","Jun, 1986",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[91.0, 79.0, 75.0, 75.0, 70.0, 70.0, 67.0, 66.0, 65.0, 53.0]",10,71.1
NES,Balloon Kid,Character Soft,"Nintendo Co., Ltd., Pax Softnica","Mar 27, 1992",Action,Side view,2D scrolling,,Platform,,,0,,"[70.0, 65.0]",2,67.5
NES,Baltron,"Toei Animation Co., Ltd.",Shouei System,"Mar 19, 1986",Action,Side view,2D scrolling,,Shooter,,,0,,[60.0],1,60.0
NES,Banana,"Victor Musical Industries, Inc.","Victor Musical Industries, Inc.","Sep 08, 1986",Puzzle,Side view,Fixed / flip-screen,,Platform,,,0,,,0,
NES,Banana Prince,"TAKARA Co., Ltd.",KID Corp.,"Dec 20, 1991",Action,Side view,2D scrolling,,Platform,,,0,,"[90.0, 71.0, 70.0, 64.0, 55.0, 50.0]",6,66.66666666666667
NES,Bandai Golf: Challenge Pebble Beach,"Bandai America, Inc.","Tose Co., Ltd.","Feb, 1989",Sports,"Side view, Top-down",,,,,,0,,"[72.0, 58.0, 50.0, 30.0, 18.0]",5,45.6
NES,Bandit Kings of Ancient China,KOEI Corporation,"KOEI Co., Ltd.","Dec, 1990",Strategy,Top-down,,,Managerial / business simulation,,,0,,"[78.0, 68.0, 60.0]",3,68.66666666666667
NES,Barbie,"Hi-Tech Expressions, Inc.",Imagineering Inc.,"Dec, 1991",Action,Side view,,,Platform,,,0,,"[69.0, 60.0, 60.0, 50.0, 35.0, 34.0, 16.0]",7,46.285714285714285
NES,The Bard's Tale II: The Destiny Knight,"Pony Canyon, Inc.","Interplay Productions, Inc.","Jan 25, 1992",Role-playing (RPG),1st-person,,,,,,0,,,0,
NES,Barker Bill's Trick Shooting,Nintendo of America Inc.,"Nintendo Co., Ltd.","Aug, 1990",Action,1st-person,,,"Arcade, Shooter",,,0,,"[83.0, 70.0, 70.0, 70.0, 42.0, 0.0]",6,55.833333333333336
NES,Baseball,Nintendo of America Inc.,Nintendo R&D1,"Oct, 1985",Sports,Diagonal-down,,,,,[3.2],1,3.2,"[90.0, 70.0, 67.0, 57.0, 47.0, 45.0, 38.0, 30.0, 0.0, 0.0]",10,44.4
NES,Baseball Simulator 1.000,"Culture Brain USA, Inc.",Culture Brain Inc.,1990,Sports,Diagonal-down,,,Arcade,,,0,,"[83.0, 83.0, 83.0, 82.0, 68.0, 60.0, 40.0]",7,71.28571428571429
NES,Baseball Stars,SNK Corporation of America,SNK Corporation,"Jul, 1989",Sports,Diagonal-down,,,Arcade,,"[5.0, 5.0]",2,5.0,"[100.0, 100.0, 91.0, 91.0, 90.0, 78.0, 70.0, 67.0]",8,85.875
NES,Baseball Stars 2,"Romstar, Inc.",,1992,Sports,Diagonal-down,,,,,,0,,"[100.0, 100.0, 100.0, 90.0, 66.0, 50.0]",6,84.33333333333333
NES,Bases Loaded,"Jaleco USA, Inc.","Tose Co., Ltd.","Jul, 1988",Sports,"Behind view, Diagonal-down",,,,,,0,,"[77.0, 67.0, 67.0, 60.0, 50.0]",5,64.2
NES,Bases Loaded 3,"Jaleco USA, Inc.","Tose Co., Ltd.","Sep, 1991",Sports,"Behind view, Diagonal-down",,,,,,0,,"[75.0, 70.0, 60.0, 40.0, 30.0, 25.0]",6,50.0
NES,Bases Loaded 4,"Jaleco USA, Inc.","Tose Co., Ltd.",1993,Sports,"Behind view, Diagonal-down",,,,,,0,,"[75.0, 58.0, 55.0, 50.0]",4,59.5
NES,Bases Loaded II: Second Season,"Jaleco USA, Inc.","Tose Co., Ltd.","Jan, 1990",Sports,"Behind view, Diagonal-down",,,,,,0,,"[81.0, 80.0, 60.0, 60.0, 16.0, 0.0]",6,49.5
NES,Base Wars - Cyber Stadium Series,Ultra Games,Konami Industry Co. Ltd.,"Jun, 1991","Action, Sports",,,,Fighting,,,0,,"[78.0, 72.0, 70.0, 69.0, 67.0, 67.0, 60.0, 50.0]",8,66.625
NES,Batman: Return of the Joker,Sun Corporation of America,Sun Electronics Corp.,"Dec, 1991",Action,Side view,2D scrolling,,Platform,,"[4.2, 4.2, 4.2]",3,4.2,"[86.0, 78.0, 73.0, 72.0, 70.0, 70.0, 59.0, 50.0, 25.0, 20.0]",10,60.3
NES,Batman Returns,"Konami, Inc.","Konami Co., Ltd.","Jan, 1993","Action, Racing / Driving",Side view,2D scrolling,,Beat 'em up / brawler,,,0,,"[90.0, 75.0, 74.0, 72.0, 70.0, 60.0, 60.0, 60.0, 48.0, 25.0]",10,63.4
NES,Batman: The Video Game,Sun Corporation of America,Sun Electronics Corp.,"Feb, 1990",Action,Side view,2D scrolling,,Platform,,"[4.4, 4.67, 4.0, 4.8]",4,4.4675,"[100.0, 96.0, 90.0, 90.0, 90.0, 84.0, 82.0, 80.0, 65.0, 63.0]",10,84.0
NES,Bats & Terry,Use Corporation,Use Corporation,"Jul 22, 1987",Action,Side view,2D scrolling,Anime / Manga,Platform,,,0,,,0,
