platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Gameboy,Aretha II,Yanoman Corporation,"Japan Art Media Co., Ltd.","Sep 27, 1991",Role-playing (RPG),Top-down,,,Japanese-style RPG (JRPG),,,0,,,0,
Gameboy,Aretha III,Yanoman Corporation,"Japan Art Media Co., Ltd.","Oct 16, 1992",Role-playing (RPG),Top-down,,,Japanese-style RPG (JRPG),,,0,,,0,
Gameboy,Astérix,Infogrames Europe SA,New Frontier,1993,Action,Side view,2D scrolling,,Platform,,,0,,"[92.0, 91.0, 75.0, 73.0, 70.0, 67.0, 67.0, 65.0, 60.0, 46.0]",10,70.6
Gameboy,Astérix & Obélix,Infogrames Multimedia SA,Bit Managers S.L.,1995,Action,Side view,2D scrolling,,Platform,,,0,,"[82.0, 80.0, 65.0]",3,75.66666666666667
Gameboy,Asteroids,"Accolade, Inc.","Atari, Inc.","Feb, 1992",Action,Top-down,Fixed / flip-screen,,"Arcade, Shooter",,,0,,"[82.0, 68.0, 59.0, 58.0, 52.0]",5,63.8
Gameboy,Astro Rabby,Information Global Service,Information Global Service,"Oct 12, 1990",Action,Top-down,2D scrolling,,"Arcade, Platform",,,0,,"[44.0, 39.0]",2,41.5
Gameboy,Atomic Punk,"Hudson Soft USA, Inc.","Hudson Soft Company, Ltd.","Oct, 1991",Action,Top-down,2D scrolling,,Arcade,,,0,,"[93.0, 82.0, 82.0, 81.0, 80.0, 75.0, 65.0, 57.0, 55.0]",9,74.44444444444444
Gameboy,Attack of the Killer Tomatoes,THQ Inc.,"Equilibrium, Inc.","Jan, 1992",Action,Side view,2D scrolling,,Platform,,,0,,"[67.0, 64.0, 63.0, 59.0, 50.0]",5,60.6
Gameboy,Avenging Spirit,"Jaleco USA, Inc.",C.P. Brain,1992,Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[90.0, 77.0, 67.0, 67.0, 67.0]",5,73.6
Gameboy,Balloon Kid,Nintendo of America Inc.,"Nintendo Co., Ltd., Pax Softnica","Oct, 1990",Action,Side view,2D scrolling,,Platform,,[3.25],1,3.25,"[80.0, 80.0, 75.0, 70.0, 68.0, 65.0, 62.0, 60.0, 55.0, 51.0]",10,66.6
Gameboy,Barbie Game Girl ,"Hi-Tech Expressions, Inc.",Imagineering Inc.,1992,Action,Side view,2D scrolling,,Platform,,,0,,"[75.0, 65.0, 32.0, 25.0, 25.0]",5,44.4
Gameboy,Bart Simpson's Escape from Camp Deadly,"Acclaim Entertainment, Inc.",Imagineering Inc.,"Nov, 1991",Action,Side view,2D scrolling,,"Arcade, Platform",,[1.8],1,1.8,"[86.0, 85.0, 70.0, 65.0, 62.0, 60.0, 60.0, 60.0, 58.0]",9,67.33333333333333
Gameboy,Baseball,Nintendo of America Inc.,Nintendo R&D1,"Aug, 1989",Sports,Diagonal-down,,,,,[1.4],1,1.4,"[62.0, 60.0, 60.0, 40.0, 38.0]",5,52.0
Gameboy,Bases Loaded,"Jaleco USA, Inc.","Tose Co., Ltd.",1990,Sports,Top-down,Isometric,,,,,0,,"[80.0, 79.0, 70.0]",3,76.33333333333333
Gameboy,Batman Forever,"Acclaim Entertainment, Inc.",Probe Entertainment Ltd.,"Aug, 1995",Action,Side view,,,"Beat 'em up / brawler, Platform",,,0,,"[55.0, 46.0, 45.0, 25.0]",4,42.75
Gameboy,Batman: Return of the Joker,Sun Corporation of America,Sun Electronics Corp.,"May, 1992",Action,Side view,2D scrolling,,Platform,,,0,,"[93.0, 82.0, 79.0, 75.0, 72.0, 72.0, 33.0]",7,72.28571428571429
Gameboy,Batman: The Animated Series,"Konami (America), Inc.","Konami Co., Ltd.","Nov, 1993",Action,Side view,,,Platform,,,0,,"[88.0, 85.0, 84.0, 82.0, 77.0, 75.0, 75.0, 70.0, 70.0, 70.0]",10,77.6
Gameboy,Batman: The Video Game,Sun Corporation of America,Sun Electronics Corp.,"Jun, 1990",Action,Side view,2D scrolling,,"Platform, Shooter",,,0,,"[90.0, 85.0, 83.0, 80.0, 80.0, 80.0, 80.0, 75.0, 70.0, 60.0]",10,78.3
Gameboy,Battle Arena Toshinden,Nintendo of America Inc.,Betop,"Nov, 1996",Action,Side view,,Anime / Manga,Fighting,,,0,,"[90.0, 85.0, 82.0, 80.0]",4,84.25
Gameboy,Battle Bull,"SETA U.S.A., Inc.","Jorudan Co., Ltd.","Jan, 1991",Action,Top-down,,,Arcade,,,0,,"[84.0, 57.0, 53.0, 50.0]",4,61.0
Gameboy,Battle City,"Nova Co., Ltd.",Namco Limited,"Aug 09, 1991",Action,Top-down,,,Shooter,,,0,,,0,
Gameboy,Battle of Kingdom,Meldac of Japan,"Lenar Co., Ltd.","Dec 13, 1991",Strategy,Side view,2D scrolling,,"Board game, Real-time strategy",,,0,,,0,
Gameboy,The Battle of Olympus,"Imagineer Co., Ltd.","Infinity Co., Ltd.",1993,Action,Side view,"2D scrolling, Fixed / flip-screen",,Metroidvania,,,0,,"[76.0, 75.0, 69.0, 65.0, 58.0]",5,68.6
Gameboy,Battle Pingpong,Quest Corporation,Quest Corporation,"Aug 31, 1990",Sports,1st-person,,,,,,0,,"[44.0, 42.0, 20.0]",3,35.333333333333336
Gameboy,Battleship: The Classic Naval Combat Game,"Mindscape, Inc.",Use Corporation,"Dec, 1992",Strategy,Top-down,,,Board game,,,0,,"[83.0, 71.0, 60.0, 57.0, 52.0, 38.0]",6,60.166666666666664
Gameboy,Battletoads,"Tradewest, Inc.",Rare Limited,"Jun, 1993",Action,Side view,2D scrolling,,"Beat 'em up / brawler, Platform",,,0,,"[78.0, 68.0, 63.0, 60.0, 60.0, 35.0]",6,60.666666666666664
Gameboy,Battletoads,"Tradewest, Inc.",Rare Limited,"Nov, 1991",Action,Side view,2D scrolling,,"Arcade, Beat 'em up / brawler, Platform",,,0,,"[90.0, 86.0, 86.0, 78.0, 74.0, 60.0, 60.0, 59.0, 58.0, 42.0]",10,69.3
Gameboy,Battletoads / Double Dragon,"Tradewest, Inc.",Rare Limited,"Dec, 1993",Action,Side view,2D scrolling,,"Arcade, Beat 'em up / brawler, Platform",,,0,,"[86.0, 62.0, 59.0, 50.0, 35.0]",5,58.4
Gameboy,Battle Unit Zeoth,"Jaleco USA, Inc.",Jaleco Ltd.,"Jul, 1991",Action,Side view,,,"Platform, Shooter",,,0,,"[68.0, 43.0]",2,55.5
Gameboy,Beethoven,Hi Tech Entertainment Ltd.,Unexpected Development,1994,Action,Side view,2D scrolling,,Platform,,,0,,,0,
Gameboy,Beetlejuice,"LJN, Ltd.",Rare Limited,"Jan, 1992",Action,Side view,,,"Platform, Puzzle elements",,,0,,"[86.0, 75.0, 42.0, 37.0, 27.0]",5,53.4
Gameboy,Best of the Best Championship Karate,Electro Brain Corp.,Loriciels,1992,Sports,Side view,Fixed / flip-screen,,Fighting,,,0,,"[93.0, 90.0, 80.0, 70.0, 65.0, 58.0]",6,76.0
Gameboy,Bill Elliott's NASCAR Fast Tracks,"Konami, Inc.","Distinctive Software, Inc.","Jun, 1991",Racing / Driving,1st-person,,,,,,0,,"[75.0, 75.0, 64.0, 60.0, 50.0]",5,64.8
Gameboy,Bill & Ted's Excellent Game Boy Adventure,"LJN, Ltd.","Beam Software Pty., Ltd.",1991,Action,,,,Platform,,,0,,"[81.0, 80.0, 79.0, 76.0, 70.0, 50.0]",6,72.66666666666667
Gameboy,Bionic Battler,Electro Brain Corp.,Copya System Ltd.,"Nov, 1992",Action,1st-person,,,,,,0,,,0,
Gameboy,Bionic Commando,"Capcom U.S.A., Inc.","Minakuchi Engineering Co., Ltd.","Oct, 1992",Action,Side view,,,Platform,,,0,,"[84.0, 80.0, 73.0, 70.0, 68.0, 60.0, 55.0]",7,70.0
Gameboy,Black Bass: Lure Fishing,"HOT-B USA, Inc.","Hot-B Co., Ltd.",1994,Sports,"Side view, Top-down",,,,,,0,,"[80.0, 50.0, 32.0]",3,54.0
Gameboy,Blades of Steel,Ultra Software Corporation,Konami Industry Co. Ltd.,"Aug, 1991",Sports,Diagonal-down,,,,,,0,,"[90.0, 67.0, 61.0, 60.0, 53.0]",5,66.2
Gameboy,Blaster Master Boy,Sun Corporation of America,Aicom Corporation,1991,Action,Top-down,2D scrolling,,"Arcade, Shooter",,,0,,"[79.0, 75.0, 68.0, 65.0]",4,71.75
Gameboy,Blodia,Tonkinhouse,,"Apr 20, 1990",Puzzle,Top-down,Fixed / flip-screen,,,,,0,,"[77.0, 45.0]",2,61.0
Gameboy,The Blues Brothers: Jukebox Adventure,Titus France SA,Titus France SA,1994,Action,Side view,2D scrolling,,Platform,,,0,,"[75.0, 69.0, 58.0, 50.0, 35.0]",5,57.4
Gameboy,The Blues Brothers,Titus Software Corporation,Titus France SA,"Jun, 1992",Action,Side view,2D scrolling,,Platform,,,0,,"[81.0, 67.0, 66.0, 65.0, 53.0]",5,66.4
Gameboy,Boggle Plus,Parker Brothers,"Sculptured Software, Inc.","Feb, 1992","Puzzle, Strategy",Top-down,Fixed / flip-screen,,"Board game, Word construction",,,0,,"[71.0, 40.0]",2,55.5
Gameboy,Bo Jackson: Two Games in One,THQ Inc.,"Equilibrium, Inc.","Jun, 1991",Sports,"Behind view, Top-down",,,,,,0,,[76.0],1,76.0
Gameboy,Bomberman Collection,"Hudson Soft Company, Ltd.",,"Jul 21, 1996",Compilation,,,,,,,0,,,0,
Gameboy,Bomber Man GB,"Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd.","Aug 10, 1994",Action,Top-down,2D scrolling,,Arcade,,,0,,,0,
Gameboy,Bomberman GB,Nintendo of America Inc.,"Hudson Soft Company, Ltd.","Apr, 1998",Action,Top-down,2D scrolling,,"Arcade, Puzzle elements",,,0,,"[85.0, 82.0, 78.0, 70.0, 70.0, 65.0, 61.0]",7,73.0
Gameboy,Bomber Man GB 3,"Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd.","Dec 20, 1996",Action,Top-down,2D scrolling,,"Arcade, Puzzle elements",,,0,,,0,
Gameboy,Bomb Jack,Infogrames Europe SA,Tehkan Ltd.,1992,Action,Side view,Fixed / flip-screen,,"Arcade, Platform",,,0,,"[89.0, 83.0, 75.0, 75.0, 60.0]",5,76.4
Gameboy,Bonk's Adventure,"Hudson Soft USA, Inc.","Hudson Soft Company, Ltd.",1992,Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[76.0, 75.0, 70.0, 68.0, 68.0, 67.0, 58.0]",7,68.85714285714286
Gameboy,Bonk's Revenge,"Hudson Soft USA, Inc.",Red Company Corporation,1994,Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[80.0, 75.0, 74.0, 70.0, 65.0, 62.0]",6,71.0
Gameboy,Boomer's Adventure in ASMIK World,Asmik Corp. of America,Klon,"Apr, 1990","Action, Puzzle",Top-down,,,,,,0,,"[78.0, 75.0, 73.0, 40.0, 28.0]",5,58.8
Gameboy,Boulder Dash,Nintendo of Europe GmbH,,1990,Action,Side view,2D scrolling,,"Arcade, Puzzle elements",,,0,,"[91.0, 90.0, 90.0, 80.0, 80.0, 73.0, 72.0, 67.0]",8,80.375
Gameboy,Boxxle,FCI,Atelier Double Co. Ltd.,1990,Puzzle,Top-down,Fixed / flip-screen,,,,,0,,"[88.0, 81.0, 80.0, 70.0, 62.0]",5,76.2
Gameboy,Boxxle II,FCI,Atelier Double Co. Ltd.,"Jun, 1992",Puzzle,Top-down,,,,,,0,,"[80.0, 78.0, 75.0, 75.0, 72.0, 40.0]",6,70.0
Gameboy,Brain Bender,Electro Brain Corp.,Gremlin Graphics Software Limited,"Nov, 1991",Puzzle,3rd-person (Other),Fixed / flip-screen,,Shooter,,,0,,"[69.0, 67.0, 55.0, 54.0]",4,61.25
Gameboy,Brain Drain,"Acclaim Entertainment, Inc.",Visual Impact,"Mar, 1998",Puzzle,,,,,,,0,,"[85.0, 60.0]",2,72.5
Gameboy,Bram Stoker's Dracula,Sony Imagesoft,Probe Software Ltd.,"Sep, 1993",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[90.0, 87.0, 85.0, 80.0, 74.0, 53.0, 35.0]",7,72.0
Gameboy,BreakThru!,"Spectrum Holobyte, Inc.",ZOO Corporation,"Jan, 1995",Puzzle,,Fixed / flip-screen,,Tile matching puzzle,,,0,,"[70.0, 62.0, 60.0]",3,64.0
Gameboy,Bubble Bobble,Taito Corporation,Taito Corporation,"Mar, 1991",Action,Side view,Fixed / flip-screen,,"Arcade, Platform",,,0,,"[80.0, 75.0, 73.0, 68.0, 67.0, 60.0, 51.0, 48.0]",8,65.25
Gameboy,Bubble Bobble: Part 2,Taito Corporation,Taito Corporation,"Jul, 1993",Action,Side view,,,"Arcade, Platform",,,0,,"[85.0, 79.0, 76.0, 75.0, 74.0]",5,77.8
Gameboy,Bubble Ghost,FCI,ERE Informatique,"Nov, 1990","Action, Puzzle",Side view,Fixed / flip-screen,,,,,0,,"[84.0, 77.0, 70.0, 70.0, 67.0, 51.0]",6,69.83333333333333
Gameboy,Bubsy II,"Accolade, Inc.",Images Software Ltd.,1994,Action,Side view,2D scrolling,,Platform,,,0,,"[60.0, 30.0, 20.0]",3,36.666666666666664
Gameboy,Bugs Bunny Collection,Kemco,,"Dec 19, 1997",Simulation,,,,,,,0,,,0,
Gameboy,The Bugs Bunny Crazy Castle 2,Kemco/Seika,"Kotobuki System Co., Ltd.","Sep, 1991",Action,Side view,2D scrolling,,Platform,,,0,,"[90.0, 68.0, 65.0, 64.0, 63.0, 60.0, 60.0, 58.0, 51.0, 50.0]",10,62.9
Gameboy,Bugs Bunny: Crazy Castle 3,"Kotobuki System Co., Ltd.","Kotobuki System Co., Ltd.","Jul 18, 1997",Action,Side view,2D scrolling,,Platform,,,0,,,0,
Gameboy,The Bugs Bunny Crazy Castle,Nintendo of America Inc.,"Kotobuki System Co., Ltd.","Mar, 1990",Action,Side view,2D scrolling,,Platform,,,0,,"[83.0, 69.0, 65.0, 60.0, 58.0, 57.0, 50.0, 43.0]",8,60.625
Gameboy,Burai Fighter Deluxe,Taxan USA Corp.,KID Corp.,"Jan, 1991",Action,Side view,2D scrolling,,Shooter,,,0,,"[100.0, 90.0, 85.0, 85.0, 84.0, 78.0, 78.0, 68.0, 64.0, 60.0]",10,79.2
Gameboy,Burger Time Deluxe,"Data East USA, Inc.",Data East Corporation,"Feb 15, 1992",Action,,2D scrolling,,"Arcade, Platform",,,0,,"[80.0, 75.0, 60.0, 59.0, 58.0, 56.0]",6,64.66666666666667
Gameboy,Bust-A-Move 3 DX,"Acclaim Entertainment, Inc.",Taito Corporation,1998,Puzzle,Side view,Fixed / flip-screen,,Tile matching puzzle,,,0,,[65.0],1,65.0
Gameboy,Bust-A-Move Again,"Acclaim Entertainment, Inc.",Taito Corporation,1997,Puzzle,Side view,Fixed / flip-screen,,"Arcade, Tile matching puzzle",,,0,,"[70.0, 60.0]",2,65.0
Gameboy,Buster Bros.,"Hudson Soft USA, Inc.",Mitchell Corporation,"Oct, 1993",Action,Side view,Fixed / flip-screen,,"Arcade, Platform",,,0,,"[85.0, 81.0, 80.0, 72.0, 65.0, 50.0]",6,72.16666666666667
Gameboy,Caesars Palace,"Arcadia Systems, Inc.",Magnin & Associates,"Jun, 1991",Gambling,1st-person,,,Cards / tiles,,,0,,"[88.0, 85.0, 76.0, 68.0, 67.0, 51.0, 41.0, 37.0]",8,64.125
Gameboy,Captain America and the Avengers,"Mindscape, Inc.",Data East Corporation,1994,Action,Side view,2D scrolling,,"Beat 'em up / brawler, Shooter",,,0,,,0,
Gameboy,Card & Puzzle Collection: Ginga,"Hot-B Co., Ltd.",SystemSoft,"Dec 14, 1990",Puzzle,Top-down,Fixed / flip-screen,,"Cards / tiles, Tile matching puzzle",,,0,,[60.0],1,60.0
Gameboy,Casino FunPak,"Interplay Productions, Inc.","Beam Software Pty., Ltd.",1995,"Gambling, Strategy",Top-down,,,,,,0,,"[80.0, 56.0]",2,68.0
Gameboy,Casper,"Natsume, Inc.","Bonsai Entertainment, Inc.","Nov, 1996",Action,Side view,,,,,,0,,"[45.0, 35.0, 29.0]",3,36.333333333333336
Gameboy,Castle Quest,"Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd.",1993,"Role-playing (RPG), Strategy",Top-down,,,,,,0,,"[95.0, 83.0, 83.0, 82.0, 80.0, 35.0]",6,76.33333333333333
Gameboy,Castlevania II: Belmont's Revenge,"Konami, Inc.","Konami Co., Ltd.","Aug, 1991",Action,Side view,2D scrolling,,Platform,,"[3.25, 4.75]",2,4.0,"[95.0, 91.0, 90.0, 90.0, 86.0, 85.0, 82.0, 78.0, 78.0, 75.0]",10,85.0
Gameboy,Castlevania Legends,"Konami of America, Inc.","Konami Computer Entertainment Nagoya Co., Ltd.","Mar, 1998",Action,Side view,2D scrolling,Anime / Manga,Platform,,,0,,"[80.0, 65.0, 64.0, 60.0, 60.0, 40.0, 40.0, 40.0]",8,56.125
Gameboy,Castlevania: The Adventure,"Konami, Inc.",Konami Industry Co. Ltd.,"Dec, 1989",Action,Side view,2D scrolling,,Platform,,,0,,"[90.0, 89.0, 88.0, 81.0, 70.0, 60.0, 47.0, 38.0, 30.0]",9,65.88888888888889
Gameboy,Catrap,Asmik Corp. of America,"ASK Kodansha Co., Ltd.","Sep, 1990",Puzzle,Side view,Fixed / flip-screen,,Platform,,,0,,"[73.0, 66.0]",2,69.5
Gameboy,Cave Noire,Konami Industry Co. Ltd.,Konami Industry Co. Ltd.,"Apr 19, 1991",Role-playing (RPG),Diagonal-down,,,Roguelike,,,0,,"[81.0, 78.0]",2,79.5
Gameboy,Centipede,"Accolade, Inc.","Atari, Inc.","Dec, 1992",Action,Side view,Fixed / flip-screen,,"Arcade, Shooter",,,0,,"[75.0, 50.0, 42.0, 39.0, 23.0]",5,45.8
Gameboy,Chalvo 55,Japan System Supply,Japan System Supply,"Feb 21, 1997","Action, Puzzle",Side view,2D scrolling,,Platform,,,0,,,0,
Gameboy,Championship Pool,"Mindscape, Inc.","Bitmasters, Inc.","Nov, 1993",Sports,Top-down,,,,,,0,,[85.0],1,85.0
Gameboy,Chase H.Q.,Taito Corporation,Taito Corporation,"Dec, 1990","Action, Racing / Driving",Behind view,,,,,,0,,"[70.0, 62.0, 62.0, 50.0, 44.0, 42.0, 35.0, 32.0, 31.0, 30.0]",10,45.8
Gameboy,The Chessmaster,"Hi-Tech Expressions, Inc.","Software Toolworks, Inc., The","Jan, 1991",Strategy,"Diagonal-down, Top-down",,,Chess,,,0,,"[98.0, 90.0, 90.0, 89.0, 81.0, 78.0, 70.0, 70.0, 60.0, 58.0]",10,78.4
Gameboy,Chikyū Kaihō Gun ZAS,"T&E Soft, Inc.","T&E Soft, Inc.","Dec 18, 1992",Action,Top-down,2D scrolling,,Shooter,,,0,,[75.0],1,75.0
Gameboy,Choplifter III,Ocean Software Ltd.,"Teeny Weeny Games, Ltd.",1994,Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,"[86.0, 80.0]",2,83.0
Gameboy,Choplifter II: Rescue Survive,"JVC Musical Industries, Inc.","Beam Software Pty., Ltd.","Sep, 1991",Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,"[95.0, 93.0, 90.0, 90.0, 85.0, 82.0, 82.0, 78.0, 77.0]",9,85.77777777777777
Gameboy,Chuck Rock,Sony Electronic Publishing Ltd.,Core Design Ltd.,1993,Action,Side view,2D scrolling,,Platform,,,0,,"[72.0, 70.0, 65.0, 65.0, 62.0, 61.0, 38.0]",7,61.857142857142854
Gameboy,Cliffhanger,Sony Imagesoft,Spidersoft Limited,"Dec, 1993",Action,Side view,2D scrolling,,,,,0,,[25.0],1,25.0
Gameboy,College Slam,"Acclaim Entertainment, Inc.",Torus Games Pty. Ltd.,1996,Sports,Diagonal-down,2D scrolling,,Arcade,,,0,,[40.0],1,40.0
Gameboy,Contra III: The Alien Wars,"Konami (America), Inc.","Konami Co., Ltd.","Oct, 1994",Action,"Side view, Top-down",2D scrolling,,"Platform, Shooter",,,0,,"[90.0, 90.0, 90.0, 85.0, 84.0, 81.0, 80.0, 80.0, 78.0, 75.0]",10,83.3
Gameboy,Cool Ball,TAKARA U.S.A. CORP.,Loriciel SA,1994,Action,Side view,Fixed / flip-screen,,Arcade,,,0,,"[79.0, 66.0, 51.0, 38.0]",4,58.5
Gameboy,Cool Spot,"Virgin Interactive Entertainment, Inc.","Virgin Games, Ltd.",1994,Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[90.0, 88.0, 80.0, 78.0, 77.0, 65.0]",6,79.66666666666667
Gameboy,Cool World,"Ocean of America, Inc.",Twilight,1993,Action,Side view,2D scrolling,,"Platform, Shooter",,,0,,"[79.0, 38.0, 33.0]",3,50.0
